"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q16HiringManager","q24VimorEmacs"
"12829","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Student","Unemployed","Technology","No","Emacs"
"12830","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Web Developer","Technology","Yes","Vim"
"12831","16 - 20 years old","18 - 24 years old","Male","Some high school","Other STEM (science, technology, engineering, math)","Student","Student","Computer Hardware","No","Vim"
"12832","11 - 15 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Mobile Developer","Technology","No","Vim"
"12833","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"12834","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Technology","No","Vim"
"12835","16 - 20 years old","25 - 34 years old","Male","High school graduate","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Vim"
"12836","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Data Engineer","Technology","No","Vim"
"12837","11 - 15 years old","12 - 18 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12838","11 - 15 years old","25 - 34 years old","Female","High school graduate","Other STEM (science, technology, engineering, math)","Student","Software Engineer","Technology","No","Emacs"
"12839","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Insurance","Yes","Vim"
"12840","5 - 10 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Architect","Software Architect","Education","Yes","Vim"
"12841","16 - 20 years old","18 - 24 years old","Female","Some college","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"12842","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Automotive & Transportation","Yes","Vim"
"12843","16 - 20 years old","25 - 34 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Health Care","Yes","Emacs"
"12844","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Back-end Developer","Computer Hardware","Yes","Vim"
"12845","21 - 25 years old","35 - 44 years old","Female","College graduate","Computer Science","Senior developer","Software Engineer","Automotive & Transportation","No","Vim"
"12846","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Retail","Yes","Vim"
"12847","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12848","11 - 15 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Web Developer","Retail","Yes","Vim"
"12849","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Front-end Developer","Media","No","Vim"
"12850","11 - 15 years old","35 - 44 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Architect","Software Architect","Non-Profit","No","Vim"
"12851","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Architect","Software Architect","Technology","Yes","Vim"
"12852","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Front-end Developer","Automotive & Transportation","No","Vim"
"12853","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Principal engineer","Development Operations Engineer","Media","Yes","Vim"
"12854","11 - 15 years old","35 - 44 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Freelancer","Full-stack Developer","Technology","Yes","Vim"
"12855","11 - 15 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Front-end Developer","Financial Services","Yes","Vim"
"12856","11 - 15 years old","18 - 24 years old","Male","Some college","Computer Science","Level 1 developer (junior)","Software Engineer","Health Care","No","Vim"
"12857","11 - 15 years old","25 - 34 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Senior developer","Data Scientist","Energy, Oil, Gas, Utilities","No","Vim"
"12858","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Automotive & Transportation","No","Vim"
"12859","11 - 15 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","New grad","Software Engineer","Financial Services","No","Vim"
"12860","16 - 20 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Travel, Tourism, Accommodation","Yes","Vim"
"12861","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Test Engineer","Technology","No","Vim"
"12862","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Technology","No","Vim"
"12863","16 - 20 years old","35 - 44 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Aerospace & Defense","No","Vim"
"12864","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12865","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Health Care","No","Vim"
"12866","16 - 20 years old","25 - 34 years old","Male","Some college","Computer Science","Level 1 developer (junior)","Back-end Developer","Technology","No","Vim"
"12867","11 - 15 years old","18 - 24 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Student","Student","Financial Services","No","Emacs"
"12868","21 - 25 years old","25 - 34 years old","Non-Binary","Some college","Other STEM (science, technology, engineering, math)","New grad","Software Engineer","Technology","No","Vim"
"12869","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12870","5 - 10 years old","18 - 24 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"12871","5 - 10 years old","12 - 18 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12872","11 - 15 years old","18 - 24 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Web Developer","Media","Yes","Vim"
"12873","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"12874","16 - 20 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Vim"
"12875","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","New grad","Data Scientist","Insurance","No","Vim"
"12876","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Mobile Developer","Technology","Yes","Vim"
"12877","21 - 25 years old","25 - 34 years old","Female","College graduate","Computer Science","New grad","Software Architect","Telecom, Internet Services","No","Vim"
"12878","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","Student","Student","Education","No","Vim"
"12879","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Emacs"
"12880","16 - 20 years old","35 - 44 years old","Male","College graduate","Computer Science","Principal engineer","Full-stack Developer","Media","Yes","Vim"
"12881","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Freelancer","Software Architect","Financial Services","Yes","Emacs"
"12882","11 - 15 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Student","Software Engineer","Education","No","Vim"
"12883","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","New grad","Software Engineer","Technology","No","Vim"
"12884","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Full-stack Developer","Technology","Yes","Vim"
"12885","5 - 10 years old","18 - 24 years old","Male","College graduate","Computer Science","Principal engineer","Full-stack Developer","Education","Yes","Emacs"
"12886","5 - 10 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12887","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Security","No","Vim"
"12888","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","New grad","Software Engineer","Technology","No","Emacs"
"12889","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Software Engineer","Technology","No","Vim"
"12890","11 - 15 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12891","21 - 25 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Software Architect","Security","Yes","Emacs"
"12892","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Emacs"
